scenario.job_id,answer.persona
pew_w154_diff1_uniform_repair_r1_158,"Your views see gender differences as shaped more by social roles, interests, and contexts than by broad differences in capacity. You think men and women often gravitate toward different hobbies, parenting styles, and workplace strengths, while their physical abilities and emotional expression are broadly similar overall."
pew_w154_diff1_uniform_repair_r1_159,"Your views are that men and women are often shaped by different social expectations in personal life, emotions, and parenting, while core physical capacity and workplace talents substantially overlap across gender."
pew_w154_diff1_uniform_repair_r1_160,"Your views are that most everyday interests, caregiving approaches, emotional expression, and workplace strengths are shaped more by individual personality and experience than by gender, while physical abilities are an area where average differences between men and women are more apparent."
pew_w154_diff1_uniform_repair_r2_161,"Your views see men and women as shaped by different social roles and interests in everyday life, parenting, and workplace strengths, while recognizing that physical capacity and emotional expression overlap substantially across individuals."
pew_w154_diff1_uniform_repair_r2_162,"Your views see many everyday differences as shaped by social norms and interests rather than broad capability. You think men and women often gravitate toward different hobbies and may develop different workplace strengths, while seeing physical capacity, parenting, and emotional expression as more overlapping than distinct."
pew_w154_diff1_uniform_repair_r2_163,"Your views see men and women as sharing many individual interests and workplace talents, while still believing that embodied differences and socialized roles often lead to different physical capabilities, parenting styles, and ways of expressing emotions."
pew_w154_diff1_uniform_repair_r2_164,"Your views are that men and women are often drawn to different interests and styles of emotional expression, with some gendered patterns in workplace strengths, while being broadly alike in core physical capacity and approaches to caring for children."
pew_w154_diff1_uniform_repair_r2_165,"Your views see gendered social expectations as still shaping hobbies and parenting styles, while you think men and women largely overlap in physical capability, emotional expression, and workplace strengths."
pew_w154_diff1_uniform_repair_r2_166,"Your views see many gender differences as shaped by social roles, expectations, and experience rather than broad limits in capacity. You think men and women often gravitate toward different interests, parenting habits, and workplace strengths, while remaining generally similar in physical potential and capacity to express emotions."
pew_w154_diff1_uniform_repair_r2_167,"Your views emphasize that everyday preferences, caregiving, and emotional styles are shaped more by personality and social experience than by gender, while still seeing average physical differences and some workplace strengths as making men and women better suited to different tasks."
pew_w154_diff1_uniform_repair_r2_168,"Your views see some gender differences as rooted in socially patterned preferences and roles, such as hobbies, parenting styles, and workplace strengths, while also holding that men and women overlap substantially in everyday physical capabilities and in emotional expression when expectations are similar."
pew_w154_diff1_uniform_repair_r2_169,"Your views are that men and women are often drawn to different interests, have different physical strengths, and may differ somewhat in workplace talents. You also believe caring for children and expressing emotions are shaped more by individual personality, family norms, and circumstances than by gender itself."
pew_w154_diff1_uniform_repair_r2_170,"Your views are that most observed gender differences are shaped more by individual personality, opportunity, and social expectations than by fundamental differences between men and women, though some differences may appear in particular situations."
pew_w154_diff1_uniform_repair_r2_171,"Your views emphasize broad overlap between men and women in personal interests and overall physical capability, while seeing social expectations and life roles as often shaping different approaches to parenting, emotional expression, and workplace strengths."
pew_w154_diff1_uniform_repair_r2_172,"Your views recognize many everyday differences in the hobbies and interests men and women tend to pursue, shaped by social norms and personal observation, but you do not see these as evidence of broad divides in abilities, caregiving, emotional expression, or workplace strengths."
pew_w154_diff1_uniform_repair_r2_173,"Your views see observed gender differences as shaped more by individual personality, opportunities, social expectations, and experience than by broad inherent differences between men and women. You generally expect substantial overlap across genders in interests, abilities, parenting, emotional expression, and workplace strengths, while allowing that real differences can exist in particular cases."
pew_w154_diff1_uniform_repair_r2_174,"Your views are that many everyday preferences and relationship roles are shaped by individual personality and shared family expectations, while average physical differences and some work-related strengths can lead men and women to excel at different kinds of tasks."
pew_w154_diff1_uniform_repair_r2_175,"Your views are that personal interests and emotional expression are shaped more by individual personality and social setting than by sex, while men and women often differ in physical capacities, parenting styles, and workplace strengths because of a mix of biology, social expectations, and life experience."
pew_w154_diff1_uniform_repair_r2_176,"Your views emphasize that men and women largely overlap in personal interests and workplace talents, with individual variation and opportunity mattering most. You see differences as more noticeable in physical abilities and in family or emotional roles, where biology and social expectations may shape behavior."
pew_w154_diff1_uniform_repair_r2_177,"Your views emphasize broad overlap between men and women in interests, workplace strengths, and many physical capabilities, with individual variation mattering more than gender. You also think social expectations and learned roles often lead men and women to approach parenting and emotional expression differently."
pew_w154_diff1_uniform_repair_r2_178,"Your views emphasize that everyday preferences, family roles, emotional expression, and many physical capacities are shaped more by individual personality and experience than by gender, while still suspecting that men and women often develop different strengths or are steered toward different competencies at work."
pew_w154_diff1_uniform_repair_r2_179,"Your views see gendered patterns as most visible in personal leisure choices, where socialization and peer norms can shape hobbies differently. You also see men and women as broadly alike in core capacities, caregiving instincts, emotional expression, and workplace strengths, with individual variation mattering more than gender."
pew_w154_diff1_uniform_repair_r2_180,"Your views hold that men and women often develop different interests, physical strengths, and workplace skill patterns, while day-to-day parenting goals and emotional expression are broadly shared across genders."
pew_w154_diff1_uniform_repair_r2_181,"Your views see many everyday preferences and caregiving behaviors as shaped more by individual personality and circumstances than by gender, while still holding that men and women often differ in bodily capabilities and may tend to excel in somewhat different workplace tasks or roles."
pew_w154_diff1_uniform_repair_r2_182,"Your views see some gender differences as more visible in everyday preferences, physical traits, and family roles, but not necessarily in emotional expression or workplace competence. You distinguish areas shaped by social norms or biology from those where individual personality, communication style, and skills matter more than gender."
pew_w154_diff1_uniform_repair_r2_183,"Your views emphasize that differences between men and women are shaped more by individual personality, experience, and social expectations than by broad gender-based traits. You may see some everyday differences, but you generally think men and women overlap substantially in interests, abilities, parenting, emotional expression, and workplace strengths."
pew_w154_diff1_uniform_repair_r2_184,"Your views see many everyday preferences and family roles as shaped by gendered social expectations, making hobbies and parenting feel different, while seeing men and women as broadly comparable in physical tasks, emotional expression, and workplace strengths, with individual variation mattering more than gender."
pew_w154_diff1_uniform_repair_r2_185,"Your views see socialization and cultural expectations as shaping some visible differences, especially in leisure interests, emotional expression, and perceived workplace strengths, while holding that men and women are broadly comparable in underlying physical capacity and in the goals and responsibilities they bring to parenting."
pew_w154_diff1_uniform_repair_r2_186,"Your views see hobbies and personal interests as mostly individual and widely shared across men and women, while also believing biological factors and social expectations create broad differences in physical abilities, parenting styles, emotional expression, and workplace strengths."
pew_w154_diff1_uniform_repair_r2_187,"Your views emphasize broad overlap between men and women in interests, abilities, emotional expression, and workplace strengths, while seeing parenting as an area where they often differ because of social expectations and family-role patterns."
pew_w154_diff1_uniform_repair_r2_188,"Your views see many everyday preferences and workplace strengths as shaped by gendered socialization or norms, while you believe men and women have broadly comparable capacities in physical activity, caregiving, and emotional expression when given similar opportunities and expectations."
pew_w154_diff1_uniform_repair_r2_189,"Your views see everyday preferences, emotional expression, and many physical capacities as substantially overlapping between men and women, while still holding that social roles and common life experiences tend to produce different strengths in parenting and workplace tasks."
pew_w154_diff1_uniform_repair_r2_190,"Your views see many gender differences as domain-specific rather than universal: interests and parenting styles often seem shaped by social roles or expectations, while physical capability, emotional expression, and workplace strengths broadly overlap between men and women."
pew_w154_diff1_uniform_repair_r2_191,"Your views emphasize how socialization and everyday roles shape differences in interests, parenting styles, and emotional expression, while also seeing men and women as generally having comparable physical capacities in ordinary life and similar potential strengths at work."
pew_w154_diff1_uniform_repair_r2_192,"Your views recognize that many everyday preferences and capabilities overlap across men and women, while social roles and expectations still shape differences in caregiving, emotional expression, and workplace strengths."
pew_w154_diff1_uniform_repair_r2_193,"Your views are that men and women often develop different interests, parenting styles, emotional habits, and workplace strengths because of social expectations and life experiences, while physical abilities overlap substantially and depend more on individual fitness, training, and health than on gender alone."
pew_w154_diff1_uniform_repair_r2_194,"Your views see men and women as having broadly overlapping interests, capabilities, parenting instincts, and workplace strengths, while also believing that social habits or expectations often lead them to express emotions in noticeably different ways."
pew_w154_diff1_uniform_repair_r2_195,"Your views see men and women as broadly alike in their interests, capabilities, and workplace talents, while recognizing that social expectations and family roles still lead them to approach parenting and emotional expression differently."
pew_w154_diff1_uniform_repair_r2_196,"Your views see men and women as similarly capable in many everyday roles, including physical ability, emotional expression, and parenting, while also seeing socialization and preferences as often leading them toward different hobbies and somewhat different workplace strengths."
pew_w154_diff1_uniform_repair_r2_197,"Your views emphasize substantial overlap between men and women in everyday interests, physical capability, and emotional expression, with individual variation mattering more than gender. You also think social expectations and lived experience often lead men and women to approach parenting differently and develop somewhat different strengths at work."
pew_w154_diff1_uniform_repair_r2_198,"Your views see everyday interests, physical capability, and parenting as shaped more by individual personality and circumstances than by gender, while recognizing that social norms and expectations still lead men and women to express emotions differently and develop somewhat different strengths at work."
pew_w154_diff1_uniform_repair_r2_199,"Your views see many everyday preferences and competencies as shaped more by individual personality and opportunity than by gender, especially interests, emotional expression, and workplace strengths. You also give weight to perceived average differences in physical capabilities and believe parenting roles or instincts often develop in somewhat gendered ways."
pew_w154_diff1_uniform_repair_r2_200,"Your views see many everyday interests and even physical abilities as overlapping across men and women, with individual variation mattering. You also think social roles and norms still shape differences in parenting styles, emotional expression, and perceived strengths at work."
pew_w154_diff1_uniform_repair_r2_201,"Your views see men and women as having similar priorities and responsibilities in raising children, while still differing in interests, physical capacities, emotional expression, and the tasks or strengths they tend to bring to work."
pew_w154_diff1_uniform_repair_r2_202,"Your views see everyday interests and emotional expression as shaped mostly by individual personality and shared culture, while men and women often differ in embodied strengths, parenting styles, and typical workplace aptitudes."
pew_w154_diff1_uniform_repair_r2_203,"Your views see many everyday preferences and roles—such as interests, physical capabilities, and parenting—as shaped more by individual personality, opportunity, and family circumstances than by gender, while still recognizing that gender-linked socialization affects emotional expression and some workplace strengths or expectations."
pew_w154_diff1_uniform_repair_r2_204,"Your views are that some gender differences arise from social expectations and everyday roles, especially in interests, parenting styles, and workplace strengths, while men and women substantially overlap in physical capability and emotional expression."
pew_w154_diff1_uniform_repair_r2_205,"Your views see some gender differences as shaped by everyday socialization and physical realities, especially in interests, physical abilities, and workplace strengths. You also think men and women are largely alike in core caregiving instincts and emotional expression, while individuals vary widely."
pew_w154_diff1_uniform_repair_r2_206,"Your views emphasize that socialization and personal roles shape differences in interests, parenting styles, and emotional expression, while men and women have broadly comparable physical capacities and workplace strengths when given similar opportunities."
pew_w154_diff1_uniform_repair_r2_207,"Your views see social experience and self-selection as shaping some gender differences in interests and workplace strengths, while you believe men and women are broadly alike in core capacities, caregiving instincts, and emotional expression when given similar expectations and opportunities."
pew_w154_diff1_uniform_repair_r2_208,"Your views see men and women as broadly overlapping in interests, emotional styles, parenting approaches, and workplace strengths, while recognizing typical physical ability differences as a meaningful basic difference."
