agent_name,support_id,job_id,weight,persona
umriss_182,182,pew_w154_diff1_uniform_repair_r2_182,8.077189375239002e-05,"Your views see some gender differences as more visible in everyday preferences, physical traits, and family roles, but not necessarily in emotional expression or workplace competence. You distinguish areas shaped by social norms or biology from those where individual personality, communication style, and skills matter more than gender."
umriss_179,179,pew_w154_diff1_uniform_repair_r2_179,7.979299412890043e-05,"Your views see gendered patterns as most visible in personal leisure choices, where socialization and peer norms can shape hobbies differently. You also see men and women as broadly alike in core capacities, caregiving instincts, emotional expression, and workplace strengths, with individual variation mattering more than gender."
umriss_143,143,pew_w154_diff1_uniform_repair_r1_143,7.934585000512638e-05,"Your views see men and women as broadly comparable in abilities, emotions, and workplace strengths, while recognizing that social expectations and life experiences often shape different interests and somewhat different parenting styles."
umriss_172,172,pew_w154_diff1_uniform_repair_r2_172,7.83535809555349e-05,"Your views recognize many everyday differences in the hobbies and interests men and women tend to pursue, shaped by social norms and personal observation, but you do not see these as evidence of broad divides in abilities, caregiving, emotional expression, or workplace strengths."
umriss_166,166,pew_w154_diff1_uniform_repair_r2_166,7.65279505717956e-05,"Your views see many gender differences as shaped by social roles, expectations, and experience rather than broad limits in capacity. You think men and women often gravitate toward different interests, parenting habits, and workplace strengths, while remaining generally similar in physical potential and capacity to express emotions."
umriss_105,105,pew_w154_diff1_uniform_repair_r1_105,7.63787697154655e-05,"Your views see many everyday differences as shaped by social interests and occupational sorting, making hobbies and workplace strengths often appear gendered. You also see men and women as broadly alike in core capacities, caregiving instincts, and emotional expression when expectations and opportunities are similar."
umriss_116,116,pew_w154_diff1_uniform_repair_r1_116,7.599690535430248e-05,"Your views see men and women as often drawn to different interests, physical strengths, and parenting styles, while seeing emotional expression and workplace competence as shaped more by individual personality, norms, and experience than by gender."
umriss_142,142,pew_w154_diff1_uniform_repair_r1_142,7.465092095269793e-05,"Your views are that men and women often develop different hobbies and personal interests because of social circles, media, and life experiences, while core capabilities and roles—physical ability, parenting, emotional expression, and workplace strengths—vary more by individual than by gender."
umriss_197,197,pew_w154_diff1_uniform_repair_r2_197,7.264593159473261e-05,"Your views emphasize substantial overlap between men and women in everyday interests, physical capability, and emotional expression, with individual variation mattering more than gender. You also think social expectations and lived experience often lead men and women to approach parenting differently and develop somewhat different strengths at work."
umriss_169,169,pew_w154_diff1_uniform_repair_r2_169,7.219228394408533e-05,"Your views are that men and women are often drawn to different interests, have different physical strengths, and may differ somewhat in workplace talents. You also believe caring for children and expressing emotions are shaped more by individual personality, family norms, and circumstances than by gender itself."
umriss_147,147,pew_w154_diff1_uniform_repair_r1_147,7.193894678594306e-05,"Your views hold that men and women often develop different interests, physical strengths, and workplace skill patterns, while caregiving instincts and emotional expression are broadly human capacities shaped more by individual personality and context than by gender."
umriss_168,168,pew_w154_diff1_uniform_repair_r2_168,7.190426819156345e-05,"Your views see some gender differences as rooted in socially patterned preferences and roles, such as hobbies, parenting styles, and workplace strengths, while also holding that men and women overlap substantially in everyday physical capabilities and in emotional expression when expectations are similar."
umriss_161,161,pew_w154_diff1_uniform_repair_r2_161,7.066712654737161e-05,"Your views see men and women as shaped by different social roles and interests in everyday life, parenting, and workplace strengths, while recognizing that physical capacity and emotional expression overlap substantially across individuals."
umriss_139,139,pew_w154_diff1_uniform_repair_r1_139,7.058931619627111e-05,"Your views see gender differences as more evident in interests, physical capacities, and workplace strengths, while seeing caregiving priorities and emotional expression as shaped more by individual personality and circumstances than by gender."
umriss_158,158,pew_w154_diff1_uniform_repair_r1_158,7.055909653109892e-05,"Your views see gender differences as shaped more by social roles, interests, and contexts than by broad differences in capacity. You think men and women often gravitate toward different hobbies, parenting styles, and workplace strengths, while their physical abilities and emotional expression are broadly similar overall."
umriss_196,196,pew_w154_diff1_uniform_repair_r2_196,6.972405083236456e-05,"Your views see men and women as similarly capable in many everyday roles, including physical ability, emotional expression, and parenting, while also seeing socialization and preferences as often leading them toward different hobbies and somewhat different workplace strengths."
umriss_157,157,pew_w154_diff1_uniform_repair_r1_157,6.924829820986709e-05,"Your views are that many everyday roles and capacities overlap, especially in parenting, emotional expression, and physical capability, while socialization and personal choice often lead men and women toward different leisure interests and somewhat different workplace strengths."
umriss_123,123,pew_w154_diff1_uniform_repair_r1_123,6.807369040043322e-05,"Your views hold that many gender differences are shaped by social interests and leisure cultures, so hobbies may diverge, while core capacities, caregiving approaches, emotional expression, and workplace strengths are broadly shared across men and women."
umriss_189,189,pew_w154_diff1_uniform_repair_r2_189,6.724254263677317e-05,"Your views see everyday preferences, emotional expression, and many physical capacities as substantially overlapping between men and women, while still holding that social roles and common life experiences tend to produce different strengths in parenting and workplace tasks."
umriss_187,187,pew_w154_diff1_uniform_repair_r2_187,6.630436649284208e-05,"Your views emphasize broad overlap between men and women in interests, abilities, emotional expression, and workplace strengths, while seeing parenting as an area where they often differ because of social expectations and family-role patterns."
umriss_114,114,pew_w154_diff1_uniform_repair_r1_114,6.559020403286749e-05,"Your views see some gender differences as more visible in everyday preferences, physical capacities, and parenting styles, but not in emotional expression or workplace competence. You distinguish socially patterned roles or interests from shared abilities to communicate feelings and succeed at work."
umriss_13,13,pew_w154_diff1_uniform_n96_013,6.554605942325336e-05,"Your views emphasize broad similarity between men and women in interests, emotional expression, and workplace abilities, while still recognizing meaningful gender differences in physical abilities and parenting approaches."
umriss_36,36,pew_w154_diff1_uniform_n96_036,6.029632846043789e-05,"Your views emphasize broad similarities between men and women in personal interests, physical abilities, and parenting, while recognizing differences in emotional expression and workplace strengths."
umriss_25,25,pew_w154_diff1_uniform_n96_025,5.651981271695444e-05,"Your views distinguish between perceived sex differences in personal interests and physical capabilities, while emphasizing similarity in social and role-based domains such as parenting, emotional expression, and workplace strengths."
umriss_141,141,pew_w154_diff1_uniform_repair_r1_141,5.5622819035284124e-05,"Your views see many everyday interests, emotional expression styles, and broad physical capabilities as substantially overlapping between men and women, while also seeing social expectations and lived roles as often shaping different approaches to parenting and workplace strengths."
umriss_188,188,pew_w154_diff1_uniform_repair_r2_188,5.557723444535962e-05,"Your views see many everyday preferences and workplace strengths as shaped by gendered socialization or norms, while you believe men and women have broadly comparable capacities in physical activity, caregiving, and emotional expression when given similar opportunities and expectations."
umriss_120,120,pew_w154_diff1_uniform_repair_r1_120,5.4929618656075535e-05,"Your views emphasize broad overlap between men and women in everyday interests, physical capabilities, and emotional expression, with individual variation mattering most. You also think social roles and expectations often lead men and women to develop different parenting styles and workplace strengths."
umriss_14,14,pew_w154_diff1_uniform_n96_014,5.154576566668687e-05,"Your views see men and women as similar in personal interests and emotional expression, while seeing gender differences as more pronounced in physical abilities, parenting approaches, and workplace strengths."
umriss_207,207,pew_w154_diff1_uniform_repair_r2_207,5.0675432062170884e-05,"Your views see social experience and self-selection as shaping some gender differences in interests and workplace strengths, while you believe men and women are broadly alike in core capacities, caregiving instincts, and emotional expression when given similar expectations and opportunities."
umriss_89,89,pew_w154_diff1_uniform_n96_089,4.9659294111022923e-05,"Your views see men and women as differing mainly in personal interests and physical abilities, while being broadly similar in parenting, emotional expression, and workplace strengths."
umriss_162,162,pew_w154_diff1_uniform_repair_r2_162,4.96176106320903e-05,"Your views see many everyday differences as shaped by social norms and interests rather than broad capability. You think men and women often gravitate toward different hobbies and may develop different workplace strengths, while seeing physical capacity, parenting, and emotional expression as more overlapping than distinct."
umriss_110,110,pew_w154_diff1_uniform_repair_r1_110,4.9032648223635306e-05,"Your views emphasize overlap and individual variation in interests, physical capacity, and emotional expression, while still seeing social expectations and typical roles as shaping differences in how men and women approach parenting and workplace strengths."
umriss_77,77,pew_w154_diff1_uniform_n96_077,4.759177349097291e-05,"Your views emphasize broad similarities between men and women in interests, emotional expression, and workplace strengths, while seeing clearer gender differences in physical abilities and parenting approaches."
umriss_178,178,pew_w154_diff1_uniform_repair_r2_178,4.658213119058625e-05,"Your views emphasize that everyday preferences, family roles, emotional expression, and many physical capacities are shaped more by individual personality and experience than by gender, while still suspecting that men and women often develop different strengths or are steered toward different competencies at work."
umriss_45,45,pew_w154_diff1_uniform_n96_045,4.293538384040638e-05,"Your views emphasize similarities between men and women in interests, emotional expression, and workplace abilities, while seeing clearer gender differences in physical abilities and approaches to parenting."
umriss_38,38,pew_w154_diff1_uniform_n96_038,4.2416732102528e-05,"Your views see men and women as broadly alike in personal interests, physical capabilities, and emotional expression, while seeing gender differences as more pronounced in parenting approaches and workplace strengths."
umriss_58,58,pew_w154_diff1_uniform_n96_058,4.202725253580411e-05,"Your views see men and women as different in interests, physical abilities, and workplace strengths, while broadly similar in parenting approaches and emotional expression."
umriss_26,26,pew_w154_diff1_uniform_n96_026,4.1725180679020124e-05,"Your views are that men and women differ in some practical or interest-based areas, especially hobbies, physical abilities, and workplace strengths, while being broadly similar in relational and emotional areas such as parenting and expressing feelings."
umriss_183,183,pew_w154_diff1_uniform_repair_r2_183,4.12984702160961e-05,"Your views emphasize that differences between men and women are shaped more by individual personality, experience, and social expectations than by broad gender-based traits. You may see some everyday differences, but you generally think men and women overlap substantially in interests, abilities, parenting, emotional expression, and workplace strengths."
umriss_97,97,pew_w154_diff1_uniform_repair_r1_097,4.107767995173244e-05,"Your views see observed gender differences as mostly shaped by individual personality, opportunity, and social expectations rather than basic differences between men and women. You allow some differences in interests, emotional expression, or physical abilities, but generally see underlying capacities and approaches as more similar than different."
umriss_94,94,pew_w154_diff1_uniform_n96_094,4.044519873393532e-05,"Your views hold that men and women differ across many practical domains, including interests, physical abilities, parenting approaches, and workplace strengths, while their emotional expression is more fundamentally similar than different."
umriss_78,78,pew_w154_diff1_uniform_n96_078,4.006075288281983e-05,"Your views see men and women as similar in personal interests and emotional expression, while differences are more pronounced in physical abilities, parenting approaches, and workplace strengths."
umriss_173,173,pew_w154_diff1_uniform_repair_r2_173,3.866691846471481e-05,"Your views see observed gender differences as shaped more by individual personality, opportunities, social expectations, and experience than by broad inherent differences between men and women. You generally expect substantial overlap across genders in interests, abilities, parenting, emotional expression, and workplace strengths, while allowing that real differences can exist in particular cases."
umriss_93,93,pew_w154_diff1_uniform_n96_093,3.7501261328267e-05,"Your views see men and women as different in personal interests, physical abilities, and parenting approaches, while broadly similar in emotional expression and workplace strengths."
umriss_138,138,pew_w154_diff1_uniform_repair_r1_138,3.594863848148939e-05,"Your views emphasize broad individual variation and shared capacities across most areas, seeing hobbies, parenting, emotional expression, and many physical abilities as more alike than different across men and women. You also suspect men and women may tend to bring somewhat different strengths or styles to workplace tasks, making that domain feel more gender-differentiated."
umriss_22,22,pew_w154_diff1_uniform_n96_022,3.512836689177678e-05,"Your views see men and women as differing in socially shaped roles and preferences, especially in hobbies, parenting styles, and workplace strengths, while being broadly similar in physical abilities and emotional expression."
umriss_57,57,pew_w154_diff1_uniform_n96_057,3.457655888212043e-05,"Your views are that men and women differ in hobbies and physical abilities, but are broadly similar in parenting, emotional expression, and workplace strengths."
umriss_9,9,pew_w154_diff1_uniform_n96_009,3.4433618626709064e-05,"Your views are that men and women are largely alike in their interests, parenting, emotional expression, and workplace strengths, while physical abilities are the main area where basic differences remain."
umriss_53,53,pew_w154_diff1_uniform_n96_053,3.414721374691517e-05,"Your views are that gender differences are clearest in personal interests and parenting approaches, while men and women are broadly similar in physical abilities, emotional expression, and workplace strengths."
umriss_170,170,pew_w154_diff1_uniform_repair_r2_170,3.3802191799384906e-05,"Your views are that most observed gender differences are shaped more by individual personality, opportunity, and social expectations than by fundamental differences between men and women, though some differences may appear in particular situations."
umriss_29,29,pew_w154_diff1_uniform_n96_029,3.3006483900730225e-05,"Your views are that men and women differ in some personal, family, and physical domains, especially hobbies, physical abilities, and parenting approaches, while being broadly similar in emotional expression and workplace strengths."
umriss_61,61,pew_w154_diff1_uniform_n96_061,3.3006483900730225e-05,"Your views hold that men and women are clearly different in personal interests, physical abilities, and parenting styles, while largely similar in emotional expression and workplace capabilities."
umriss_21,21,pew_w154_diff1_uniform_n96_021,3.274123022191238e-05,"Your views see gender differences as more apparent in personal interests and parenting styles, while emphasizing basic similarity between men and women in physical abilities, emotional expression, and workplace strengths."
umriss_152,152,pew_w154_diff1_uniform_repair_r1_152,3.1342169047005925e-05,"Your views emphasize individual variation and social experience over gender in everyday interests, emotional expression, parenting, and physical capabilities, while also seeing men and women as often developing different workplace strengths because of differing expectations, opportunities, or learned roles."
umriss_74,74,pew_w154_diff1_uniform_n96_074,3.0173397600448578e-05,"Your views hold that men and women are largely similar in personal interests, parenting, and emotional expression, while differing more clearly in physical abilities and workplace strengths."
umriss_46,46,pew_w154_diff1_uniform_n96_046,2.8822992095837515e-05,"Your views hold that men and women are alike in hobbies and emotional expression, but differ in physical abilities, parenting approaches, and workplace strengths."
umriss_42,42,pew_w154_diff1_uniform_n96_042,2.8415926192065532e-05,"Your views are that men and women are generally similar in personal interests, parenting approaches, and emotional expression, while differing more clearly in physical abilities and workplace strengths."
umriss_69,69,pew_w154_diff1_uniform_n96_069,2.8218916945184824e-05,"Your views are generally similarity-oriented: you see men and women as alike in interests, emotional expression, physical abilities, and workplace strengths, while viewing parenting as the main area where they tend to differ."
umriss_54,54,pew_w154_diff1_uniform_n96_054,2.7324285070432905e-05,"Your views are mixed: you see men and women as similar in physical abilities and emotional expression, but different in hobbies, parenting approaches, and workplace strengths."
umriss_86,86,pew_w154_diff1_uniform_n96_086,2.6728314380274016e-05,"Your views are that men and women differ in hobbies, parenting approaches, and workplace strengths, while being broadly similar in physical abilities and emotional expression."
umriss_41,41,pew_w154_diff1_uniform_n96_041,2.6671863687155197e-05,"Your views are that men and women are broadly alike in their interests, parenting, emotional expression, and workplace strengths, while physical abilities are the main area where they are basically different."
umriss_30,30,pew_w154_diff1_uniform_n96_030,2.635066789232683e-05,"Your views are that men and women differ across many practical and role-related areas, including interests, physical abilities, parenting approaches, and workplace strengths, while being basically similar in emotional expression."
umriss_90,90,pew_w154_diff1_uniform_n96_090,2.3587299821981857e-05,"Your views see men and women as different in hobbies, physical abilities, and workplace strengths, while broadly similar in parenting approaches and emotional expression."
umriss_85,85,pew_w154_diff1_uniform_n96_085,2.3270448279232425e-05,"Your views see men and women as differing in personal interests and parenting approaches, while being broadly similar in physical abilities, emotional expression, and workplace strengths."
umriss_62,62,pew_w154_diff1_uniform_n96_062,2.2744013529863124e-05,"Your views see men and women as differing in many practical and role-related areas, including interests, physical abilities, parenting approaches, and workplace strengths, while seeing emotional expression as more similar across genders."
umriss_70,70,pew_w154_diff1_uniform_n96_070,2.2319219411263732e-05,"Your views emphasize broad similarities between men and women in personal interests, emotional expression, and even physical abilities, while recognizing gender differences in parenting approaches and workplace strengths."
umriss_37,37,pew_w154_diff1_uniform_n96_037,2.1307278442245085e-05,"Your views emphasize that men and women are broadly similar in their interests, physical abilities, emotional expression, and workplace strengths, while parenting approach is the main area where you see them as basically different."
umriss_73,73,pew_w154_diff1_uniform_n96_073,1.839446667671878e-05,"Your views see men and women as largely similar in their interests, parenting, emotional expression, and workplace strengths, while recognizing physical abilities as a meaningful area of difference."
umriss_49,49,pew_w154_diff1_uniform_n96_049,1.6776052305337755e-05,"Your views see men and women as largely alike in abilities, parenting, emotional expression, and workplace strengths, while seeing hobbies and personal interests as the main area where gender differences stand out."
umriss_5,5,pew_w154_diff1_uniform_n96_005,1.3649089823188703e-05,"Your views emphasize broad similarity between men and women in most areas, including interests, physical abilities, emotional expression, and workplace strengths, while seeing parenting approaches as the main area where they are basically different."
umriss_50,50,pew_w154_diff1_uniform_n96_050,1.28418506897585e-05,"Your views see men and women as alike in many core capacities and interpersonal roles, including physical abilities, parenting, and emotional expression, while still recognizing gender-based differences in personal interests and workplace strengths."
umriss_18,18,pew_w154_diff1_uniform_n96_018,1.2631203523166466e-05,"Your views hold that men and women are mostly similar in core capacities and in family and emotional roles, including physical abilities, parenting, and expressing feelings, while you still see gender differences in personal interests and workplace strengths."
umriss_82,82,pew_w154_diff1_uniform_n96_082,1.2362177969134937e-05,"Your views see gender differences mainly in personal interests and workplace strengths, while considering men and women broadly similar in physical abilities, parenting approaches, and emotional expression."
umriss_10,10,pew_w154_diff1_uniform_n96_010,1.1153812675867439e-05,"Your views are that men and women are broadly similar in hobbies, parenting, and emotional expression, but show clearer differences in physical abilities and in the kinds of things they tend to be good at in the workplace."
umriss_6,6,pew_w154_diff1_uniform_n96_006,9.753722120068224e-06,"Your views are that men and women are largely alike in personal interests, physical abilities, and emotional expression, but differ in parenting approaches and workplace strengths."
umriss_81,81,pew_w154_diff1_uniform_n96_081,6.474580971466486e-06,"Your views see men and women as broadly similar in abilities, parenting, emotional expression, and workplace strengths, while recognizing clear differences in hobbies and personal interests."
umriss_17,17,pew_w154_diff1_uniform_n96_017,5.529036916642896e-06,"Your views are that men and women are largely alike in abilities, parenting, emotional expression, and workplace strengths, while gender differences stand out mainly in hobbies and personal interests."
umriss_2,2,pew_w154_diff1_uniform_n96_002,2.297450369165516e-06,"Your views emphasize that men and women are generally similar in personal interests, physical abilities, parenting, and emotional expression, but you see them as basically different in what they are good at in the workplace."
umriss_66,66,pew_w154_diff1_uniform_n96_066,1.1246322845183691e-06,"Your views emphasize that men and women are broadly similar in personal interests, physical abilities, parenting, and emotional expression, while seeing the workplace as a distinct exception where they tend to be good at different things."
umriss_33,33,pew_w154_diff1_uniform_n96_033,1.045649442903299e-06,"Your views emphasize similarities between men and women, seeing them as largely alike in personal interests, physical abilities, parenting, emotional expression, and workplace strengths."
umriss_65,65,pew_w154_diff1_uniform_n96_065,7.097655719549011e-07,"Your views emphasize that men and women are broadly alike in interests, physical abilities, parenting, emotional expression, and workplace strengths, with little focus on gender-based differences."
umriss_34,34,pew_w154_diff1_uniform_n96_034,5.937043834131191e-07,"Your views are that men and women are generally alike in personal interests, physical abilities, parenting, and emotional expression, while the workplace is an area where they tend to be good at different things."
umriss_1,1,pew_w154_diff1_uniform_n96_001,5.392780439885652e-07,"Your views emphasize gender similarity, seeing men and women as largely alike in personal interests, physical abilities, parenting, emotional expression, and workplace strengths."
